contig	gi	accession	locus	locus name	locus symbol	activity	alias	description	keywords	organism	pubmed_ids	chromosome	mol_type	marker	allele	comments
Contig200	57335838	AJ812317	AJ812317	x				Solanum tuberosum Ty-copia retrotransposon partial gene for reverse transcriptase, clone B1.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
	57335823	AJ812307	AJ812307	x				Solanum tuberosum Ty-copia retrotransposon partial gene for reverse transcriptase, clone R16.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
	57335830	AJ812311	AJ812311	x				Solanum tuberosum Ty-copia retrotransposon partial pseudogene for reverse transcriptase, clone R23.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
	57335812	AJ812300	AJ812300	x				Solanum tuberosum Ty-copia retrotransposon partial pseudogene for reverse transcriptase, clone R1.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
Contig201	21388543	AJ488941	AJ488941	NAD-dependent malate dehydrogenase	mmdh	NAD-dependent malate dehydrogenase	mMDH|mMDH|	Solanum tuberosum mRNA for putative mitochondrial NAD-dependent malate dehydrogenase (mMDH gene), clone cSTB46C3.	mitochondrial NAD-dependent malate dehydrogenase; mMDH gene	potato			mRNA|			
	21388551	AJ488945	AJ488945					Solanum tuberosum mRNA for putative mitochondrial NAD-dependent malate dehydrogenase (mMDH gene), clone cSTA42B8.	mitochondrial NAD-dependent malate dehydrogenase; mMDH gene	potato			mRNA|			
	21388547	AJ488943	AJ488943					Solanum tuberosum mRNA for putative mitochondrial NAD-dependent malate dehydrogenase (mMDH gene), clone cSTA35K16.	mitochondrial NAD-dependent malate dehydrogenase; mMDH gene	potato			mRNA|			
	21388545	AJ488942	AJ488942					Solanum tuberosum mRNA for putative mitochondrial NAD-dependent malate dehydrogenase (mMDH gene), clone cSTA35K15.	mitochondrial NAD-dependent malate dehydrogenase; mMDH gene	potato			mRNA|			
Contig202	18076141	AJ249879	AJ249879	N-acetylglucosaminyltransferase 1	gnt1	N-acetylglucosaminyltransferase	GntI|GntI|	Solanum tuberosum partial mRNA for N-acetylglucosaminyltransferase I (GntI gene), clone A6.	GntI gene; N-acetylglucosaminyltransferase I	potato			mRNA|			
	18076139	AJ249878	AJ249878					Solanum tuberosum mRNA for N-acetylglucosaminyltransferase I (GntI gene), clone A1.	GntI gene; N-acetylglucosaminyltransferase I	potato			mRNA|			
	18076143	AJ249880	AJ249880					Solanum tuberosum mRNA for N-acetylglucosaminyltransferase I (GntI gene), clone A8.	GntI gene; N-acetylglucosaminyltransferase I	potato			mRNA|			
Contig203	14599436	AJ308544	AJ308544	urease	ure	urease	ure|ure|	Solanum tuberosum mRNA for urease (ure gene), allelic form 2.	ure gene; urease	potato			mRNA|			
	14599434	AJ308543	AJ308543					Solanum tuberosum mRNA for urease (ure gene), allelic form 1.	ure gene; urease	potato			mRNA|			
Contig204	13311188	AJ307584	AJ307584	tropinone reductase 1	tr1	tropinone reductase	TRI|TRI|	Solanum tuberosum mRNA for tropinone reductase I (TRI gene).	TRI gene; tropinone reductase I	potato			mRNA|			
	7619803	AJ400815	AJ400815					Solanum tuberosum mRNA for putative tropinone reductase (TR gene).	TR gene; tropinone reductase	potato			mRNA|			
Contig205	7649666	AJ005810	AJ005810	phosphatidylinositol 4-kinase	pl4k1	phosphatidylinositol 4-kinase		Solanum tuberosum mRNA for phosphatidylinositol 4-kinase, partial.	phosphatidylinositol 4-kinase	potato			mRNA|			
	3366929	AF068745	AF068745				PI4KI|PI4KI|	Solanum tuberosum putative phosphatidylinositol 4-kinase (PI4KI) mRNA, partial cds.		potato	10047911|		mRNA|			
Contig206	6066749	AJ250136	AJ250136	pathogenesis related protein pr1-1	pr1		pr1-1|pr1-1|pr1-1|pr1-1|	Solanum tuberosum mRNA for pathogenesis related protein PR-1 (pr1-1 gene).	pathogenesis related protein; PR-1; pr1-1 gene	potato	10594126|		mRNA|			
	15625249	AY050221	AY050221				pr1b|pr1b|pr1b|pr1b|	Solanum tuberosum pathogenesis-related protein 1b precursor (pr1b) mRNA, complete cds.		potato			mRNA|			
Contig207	5734501	AJ010712	AJ010712	glucose-6-phosphate 1-dehydrogenase	g6p1dh	glucose-6-phosphate 1-dehydrogenase	g6pd|g6pd|g6pd|g6pd|	Solanum tuberosum mRNA for glucose-6-phosphate 1-dehydrogenase.	G6PD gene; glucose-6-phosphate 1-dehydrogenase	potato	10437832|		mRNA|			
	24745907	AB061255	AB061255				StG6PDH|StG6PDH|	Solanum tuberosum StG6PDH mRNA for glucose 6-phosphate dehydrogenase, complete cds.		potato			mRNA|			
Contig208	4584514	AJ011891	AJ011891	starch branching enzyme 2	sbe2		SBE II|SBE II|SBE II|SBE II|	Solanum tuberosum partial mRNA for starch branching enzyme II, 5' RACE.	SBEII gene; starch branching enzyme II	potato			mRNA|			
	4584510	AJ011889	AJ011889					Solanum tuberosum mRNA for starch branching enzyme II, sequence SBE A-5.	SBEII gene; starch branching enzyme II	potato			mRNA|			
	2764395	AJ000004	AJ000004					Solanum tuberosum mRNA for starch branching enzyme II.	Sbe-II gene; starch branching enzyme II	potato	9617817|		mRNA|			
	4584512	AJ011890	AJ011890					Solanum tuberosum mRNA for starch branching enzyme II, sequence SBE A-6.	SBEII gene; starch branching enzyme II	potato			mRNA|			
	4584508	AJ011888	AJ011888					Solanum tuberosum mRNA for starch branching enzyme II, sequence SBE A-4.	SBEII gene; starch branching enzyme II	potato			mRNA|			
	4584506	AJ011887	AJ011887					Solanum tuberosum mRNA for starch branching enzyme II, sequence SBE A-3.	SBEII gene; starch branching enzyme II	potato			mRNA|			
	4584504	AJ011886	AJ011886					Solanum tuberosum mRNA for starch branching enzyme II, sequence SBE A-2.	SBEII gene; starch branching enzyme II	potato			mRNA|			
Contig209	984250	X91140	X91140	phosphoenolpyruvate carboxylase 2	ppc2	phosphoenolpyruvate carboxylase	ppc	S.tuberosum ppc2 gene.	phosphoenolpyruvate carboxylase; ppc2 gene	potato			genomic DNA|			
	3777448	AJ011844	AJ011844					Solanum tuberosum ppc2 gene.	phosphoenolpyruvate carboxylase; ppc2 gene	potato			genomic DNA|			
Contig210	77641349	DQ206152	DQ206152	x			I2|	Solanum tuberosum clone 2927 I2 pseudogene, partial sequence.		potato	16570659|		genomic DNA|			
	77641273	DQ206110	DQ206110	x			I2|	Solanum tuberosum clone 2920 I2 pseudogene, partial sequence.		potato	16570659|		genomic DNA|			
	77641323	DQ206137	DQ206137	x			I2|	Solanum tuberosum clone 2895 I2 pseudogene, partial sequence.		potato	16570659|		genomic DNA|			
	57233502	AY849385	AY849385	x				Solanum tuberosum potato resistance-like protein I2GA-SH194-2 gene, complete cds.		potato	15807786|	11	genomic DNA|			
Contig211	77641314	DQ206132	DQ206132	x			I2|I2|I2|	Solanum tuberosum clone 2856 I2 (I2) gene, partial cds.		potato	16570659|		genomic DNA|			
	57233500	AY849384	AY849384	x				Solanum tuberosum potato resistance-like protein I2GA-SH23-3 gene, complete cds.		potato	15807786|	11	genomic DNA|			
Contig212	77641269	DQ206108	DQ206108	x			I2|I2|I2|	Solanum tuberosum clone 2928 I2 (I2) gene, partial cds.		potato	16570659|		genomic DNA|			
	77641388	DQ206175	DQ206175	x			I2|I2|I2|	Solanum tuberosum clone 1938 I2 (I2) gene, partial cds.		potato	16570659|		genomic DNA|			
	77641240	DQ206092	DQ206092	x			I2|I2|I2|	Solanum tuberosum clone 2872 I2 (I2) gene, partial cds.		potato	16570659|		genomic DNA|			
	1708709	U60069	STU60069	x			St11|St11|	Solanum tuberosum disease resistance homolog (St11) gene, partial cds.		potato	8944022|	11, 3	genomic DNA|			
	57233496	AY849382	AY849382	x				Solanum tuberosum potato late blight resistance protein R3a gene, complete cds.		potato	15807786|	11	genomic DNA|			
	57233498	AY849383	AY849383	x				Solanum tuberosum potato resistance-like protein I2GA-SH23-1 gene, complete cds.		potato	15807786|	11	genomic DNA|			
Contig213	56269806	AY675561	AY675561	flavonoid 3',5'-hydroxylase	AY675561		P|P|	Solanum tuberosum flavonoid 3',5'-hydroxylase (P) mRNA, P-recessive allele, complete cds.		potato	15565378|	11	mRNA|		p	
	56269730	AY675558	AY675558	flavonoid 3',5'-hydroxylase			P|P|	Solanum tuberosum flavonoid 3',5'-hydroxylase (P) mRNA, complete cds.		potato	15565378|	11	mRNA|			
Contig214	56269781	AY675560	AY675560	x			P|P|P|	Solanum tuberosum flavonoid 3',5'-hydroxylase (P) gene, P-recessive allele, partial cds.		potato	15565378|	11	genomic DNA|			
	56269756	AY675559	AY675559	x			P|P|P|	Solanum tuberosum flavonoid 3',5'-hydroxylase (P) gene, complete cds.		potato	15565378|	11	genomic DNA|			
Contig215	58045493	AY803296	AY803296	wun1	wun1		wun1|wun1|	Solanum tuberosum cultivar 8-13 wun1 gene, promoter region.		potato			genomic DNA|			
	40319769	AY485646	AY485646				wun1|wun1|	Solanum tuberosum cultivar Gandanhua No. 3 wun1 gene, promoter region.		potato			genomic DNA|			
Contig216	57472161	AY793559	AY793559	inorganic phosphate transporter 4	pt4	inorganic phosphate transporter		Solanum tuberosum inorganic phosphate transporter PT4 (PT4) gene, complete cds.		potato	15642520|		genomic DNA|			
	57472163	AY793560	AY793560				PT4|PT4|	Solanum tuberosum inorganic phosphate transporter PT4 (PT4) mRNA, partial cds.		potato	15642520|		mRNA|			
Contig217	439452	M94490	POTCOPIA	x				Solanum tuberosum copia-like retrotransposon reverse transcriptase gene, partial cds.	copia-like element; retrotransposon; reverse transcriptase	potato	1379734|		genomic DNA|			
	57335827	AJ812309	AJ812309	x				Solanum tuberosum Ty-copia retrotransposon partial pseudogene for reverse transcriptase, clone R20.	retrotransposon; reverse transcriptase	potato			genomic DNA|			
Contig218	22616	X65489	X65489	ribosomal DNA intergenic spacer	X65489			S.tuberosum ribosomal DNA intergenic spacer.	intergenic spacer	potato	8425062|		genomic DNA|			
	38017487	AY366531	AY366531					Solanum tuberosum clone pKII-2-IGS 25S ribosomal RNA gene, partial sequence; 25S-18S ribosomal RNA intergenic spacer, complete sequence; and 18S ribosomal RNA gene, partial sequence.		potato	15604755|		genomic DNA|			
	38017486	AY366530	AY366530					Solanum tuberosum clone pKI-1-IGS 25S ribosomal RNA gene, partial sequence; 25S-18S ribosomal RNA intergenic spacer, complete sequence; and 18S ribosomal RNA gene, partial sequence.		potato	15604755|		genomic DNA|			
	54310732	AY624497	AY624497					Solanum tuberosum clone pTUB4_cDNA4 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310728	AY624493	AY624493					Solanum tuberosum clone pTUB4_gDNA3 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310719	AY624484	AY624484					Solanum tuberosum clone pTUB1_gDNA1 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310721	AY624486	AY624486					Solanum tuberosum clone pTUB1_gDNA3 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310722	AY624487	AY624487					Solanum tuberosum clone pTUB1_cDNA1 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310723	AY624488	AY624488					Solanum tuberosum clone pTUB1_cDNA2 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310724	AY624489	AY624489					Solanum tuberosum clone pTUB1_cDNA3 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310725	AY624490	AY624490					Solanum tuberosum clone pTUB1_cDNA4 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310726	AY624491	AY624491					Solanum tuberosum clone pTUB4_gDNA1 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310727	AY624492	AY624492					Solanum tuberosum clone pTUB4_gDNA2 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310729	AY624494	AY624494					Solanum tuberosum clone pTUB4_cDNA1 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310730	AY624495	AY624495					Solanum tuberosum clone pTUB4_cDNA2 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310731	AY624496	AY624496					Solanum tuberosum clone pTUB4_cDNA3 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	54310720	AY624485	AY624485					Solanum tuberosum clone pTUB1_gDNA2 25S ribosomal RNA gene, partial sequence.		potato	15604755|	2	genomic DNA|			
	511151	X66471	X66471					S.tuberosum gene for 25S ribosomal RNA (3'end).	25S ribosomal RNA; ribosomal RNA	potato	7911113|		genomic DNA|			
Contig219	53854492	AY547600	AY547600	x			R1|R1|	Solanum tuberosum clone 3207 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53854493	AY547601	AY547601	x			R1|R1|	Solanum tuberosum clone 3220 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
Contig220	53854489	AY547598	AY547598	x			R1|R1|R1|	Solanum tuberosum clone 1228 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831179	AY547672	AY547672	x			R1|R1|	Solanum tuberosum clone 1120 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53831114	AY547625	AY547625	x			R1|R1|	Solanum tuberosum clone 1407 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53854486	AY547595	AY547595	x			R1|R1|	Solanum tuberosum clone 1202 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53854487	AY547596	AY547596	x			R1|R1|	Solanum tuberosum clone 1215 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53854484	AY547594	AY547594	x			R1|R1|R1|	Solanum tuberosum clone 11216 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854482	AY547593	AY547593	x			R1|R1|R1|	Solanum tuberosum clone 1249 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854488	AY547597	AY547597	x			R1|R1|	Solanum tuberosum clone 1242 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
Contig221	53854463	AY547579	AY547579	x			R1|R1|	Solanum tuberosum clone 1224 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53831236	AY548038	AY548038	x			R1|R1|	Solanum tuberosum clone 1344 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
Contig222	53831225	AY548031	AY548031	x			R1|R1|R1|	Solanum tuberosum clone 1360 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831109	AY547621	AY547621	x			R1|R1|	Solanum tuberosum clone 1441 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53831223	AY548030	AY548030	x			R1|R1|R1|	Solanum tuberosum clone 1318 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831106	AY547619	AY547619	x			R1|R1|R1|	Solanum tuberosum clone 1446 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854477	AY547589	AY547589	x			R1|R1|R1|	Solanum tuberosum clone 1223 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854475	AY547588	AY547588	x			R1|R1|R1|	Solanum tuberosum clone 1221 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854469	AY547584	AY547584	x			R1|R1|	Solanum tuberosum clone 1211 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53854473	AY547587	AY547587	x			R1|R1|R1|	Solanum tuberosum clone 1210 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831231	AY548035	AY548035	x			R1|R1|R1|	Solanum tuberosum clone 1326 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831235	AY548037	AY548037	x			R1|R1|	Solanum tuberosum clone 1315 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53831233	AY548036	AY548036	x			R1|R1|R1|	Solanum tuberosum clone 1327 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854471	AY547586	AY547586	x			R1|R1|R1|	Solanum tuberosum clone 1206 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854470	AY547585	AY547585	x			R1|R1|	Solanum tuberosum clone 1243 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53854457	AY547576	AY547576	x			R1|R1|R1|	Solanum tuberosum clone 1208 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831230	AY548034	AY548034	x			R1|R1|	Solanum tuberosum clone 1359 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53831229	AY548033	AY548033	x			R1|R1|	Solanum tuberosum clone 1323 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53854461	AY547578	AY547578	x			R1|R1|R1|	Solanum tuberosum clone 1119 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854479	AY547590	AY547590	x			R1|R1|	Solanum tuberosum clone 1201 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
Contig223	53831145	AY547651	AY547651	x			R1|R1|R1|	Solanum tuberosum clone 2115 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854454	AY547574	AY547574	x			R1|R1|R1|	Solanum tuberosum clone 2218 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831204	AY548019	AY548019	x			R1|R1|R1|	Solanum tuberosum clone 2332 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831206	AY548020	AY548020	x			R1|R1|R1|	Solanum tuberosum clone 2327 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831102	AY547617	AY547617	x			R1|R1|R1|	Solanum tuberosum clone 2420 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831201	AY548017	AY548017	x			R1|R1|R1|	Solanum tuberosum clone 2335 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854451	AY547572	AY547572	x			R1|R1|R1|	Solanum tuberosum clone 2213 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831216	AY548026	AY548026	x			R1|R1|R1|	Solanum tuberosum clone 2322 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831212	AY548023	AY548023	x			R1|R1|R1|	Solanum tuberosum clone 2326 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854445	AY547569	AY547569	x			R1|R1|R1|	Solanum tuberosum clone 2214 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831098	AY547615	AY547615	x			R1|R1|R1|	Solanum tuberosum clone 2408 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831210	AY548022	AY548022	x			R1|R1|R1|	Solanum tuberosum clone 2338 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831214	AY548024	AY548024	x			R1|R1|	Solanum tuberosum clone 2334 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53831215	AY548025	AY548025	x			R1|R1|	Solanum tuberosum clone 2336 R1-like (R1) gene, partial sequence.		potato			genomic DNA|			
	53854438	AY547565	AY547565	x			R1|R1|R1|	Solanum tuberosum clone 2210 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831156	AY547657	AY547657	x			R1|R1|R1|	Solanum tuberosum clone 2114 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831104	AY547618	AY547618	x			R1|R1|R1|	Solanum tuberosum clone 2422 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854449	AY547571	AY547571	x			R1|R1|R1|	Solanum tuberosum clone 2209 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53854447	AY547570	AY547570	x			R1|R1|R1|	Solanum tuberosum clone 2222 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831218	AY548027	AY548027	x			R1|R1|R1|	Solanum tuberosum clone 2329 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831208	AY548021	AY548021	x			R1|R1|R1|	Solanum tuberosum clone 2333 R1 (R1) gene, partial cds.		potato			genomic DNA|			
	53831139	AY547648	AY547648	x			R1|R1|R1|	Solanum tuberosum clone 2107 R1 (R1) gene, partial cds.		potato			genomic DNA|			
