row	Gene Family	Gene Symbol	Locus	GenBank Accession	GO	GO Relationship_Type	GO Evidence Code	GO Reference	PO	PO Relationship_Type	PO Evidence Code	PO Reference	PO_dev	PO_dev Relationship_Type	PO_dev Evidence Code	PO_dev Reference	SPO	Pubmed:24260152
1917			Solyc10g080700.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1918			Solyc10g074790.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1919			Solyc06g074300.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1920			Solyc10g006750.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1921			Solyc04g080290.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1922			Solyc03g111050.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1923			Solyc04g049450.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1924			Solyc06g033980.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1925			Solyc11g012550.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1926			Solyc10g055450.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1927			Solyc07g056490.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1928			Solyc02g036450.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1929			Solyc01g079870.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1930			Solyc02g093180.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1931			Solyc07g005330.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1932			Solyc08g008490.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1933			Solyc04g074270.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1934			Solyc12g044850.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1935			Solyc07g005530.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1936			Solyc04g074730.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1937			Solyc03g006830.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1938			Solyc04g015490.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1939			Solyc06g066500.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1940			Solyc08g005070.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1941			Solyc05g052040.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1942			Solyc01g068130.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1943			Solyc07g056120.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1944			Solyc05g015750.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1945			Solyc10g047320.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1946			Solyc10g086320.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1947			Solyc01g081060.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1948			Solyc04g076880.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1949			Solyc05g054500.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
1950			Solyc02g088340.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
